1665725582000,0,0.000000,SOHO
1665725582000,2245000000,-110.878800,SOHO
1665725582000,8446000000,-121.355700,LUCY
1665725582000,7188,1.065000,LUCY
1665725592000,0,0.000000,SOHO
1665725592000,2245000000,-110.844200,SOHO
1665725592000,8446000000,-121.547900,LUCY
1665725592000,7188,1.063000,LUCY
1665725602000,0,0.000000,SOHO
1665725602000,2245000000,-110.874300,SOHO
1665725602000,8446000000,-121.660100,LUCY
1665725602000,7188,1.063000,LUCY
1665725612000,0,0.000000,SOHO
1665725612000,2245000000,-110.810600,SOHO
1665725612000,8446000000,-121.547000,LUCY
1665725612000,7188,1.063000,LUCY
1665725622000,0,0.000000,SOHO
1665725622000,2245000000,-110.862700,SOHO
1665725622000,8446000000,-121.669600,LUCY
1665725622000,7188,1.065000,LUCY
1665725632000,0,0.000000,SOHO
1665725632000,2245000000,-110.819300,SOHO
1665725632000,8446000000,-121.668500,LUCY
1665725632000,7188,1.064000,LUCY
1665725647000,0,0.000000,SOHO
1665725647000,2245000000,-110.725900,SOHO
1665725647000,8446000000,-121.431700,LUCY
1665725647000,7188,1.063000,LUCY
1665725657000,0,0.000000,SOHO
1665725657000,2245000000,-110.686100,SOHO
1665725657000,8446000000,-121.409500,LUCY
1665725657000,7188,1.062000,LUCY
1665725667000,0,0.000000,SOHO
1665725667000,2245000000,-110.713000,SOHO
1665725667000,8446000000,-121.446100,LUCY
1665725667000,7188,1.062000,LUCY
1665725677000,0,0.000000,SOHO
1665725677000,2245000000,-110.834700,SOHO
1665725677000,8446000000,-121.426400,LUCY
1665725677000,7188,1.064000,LUCY
1665725687000,0,0.000000,SOHO
1665725687000,2245000000,-110.802900,SOHO
1665725687000,8446000000,-121.501000,LUCY
1665725687000,7188,1.063000,LUCY
1665725697000,0,0.000000,SOHO
1665725697000,2245000000,-110.736200,SOHO
1665725697000,8446000000,-121.398100,LUCY
1665725697000,7188,1.063000,LUCY
1665725707000,0,0.000000,SOHO
1665725707000,2245000000,-110.748200,SOHO
1665725707000,8446000000,-121.384300,LUCY
1665725707000,7188,1.063000,LUCY
1665725717000,0,0.000000,SOHO
1665725717000,2245000000,-110.683900,SOHO
1665725717000,8446000000,-121.561000,LUCY
1665725717000,7188,1.062000,LUCY
1665725727000,0,0.000000,SOHO
